city,zipcode,query,location,coords,city_y,state,country
Caneças,1685-474 Caneças,Caneças 1685-474 Caneças,"Caneças, Ramada e Caneças, Odivelas, Lisboa, 1685-897, Portugal","(38.8159778, -9.2219504, 0.0)",Ramada e Caneças,,Portugal
La Aldehuela,05593,La Aldehuela 05593,,,,,
Guimarães ,4810-286,Guimarães  4810-286,"Guimarães, Braga, Portugal","(41.4650197, -8.331690269107721, 0.0)",,,Portugal
Lisboa,1050-196,Lisboa 1050-196,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Viana do Castelo,4900-202,Viana do Castelo 4900-202,"Antiga Estrada Nacional 202, Cividade, Paderne, Melgaço, Viana do Castelo, 4960-207, Portugal","(42.1051615, -8.2846248, 0.0)",Paderne,,Portugal
Loures,2670-457,Loures 2670-457,"Loures, Lisboa, Portugal","(38.8308741, -9.1684512, 0.0)",Loures,,Portugal
Lisboa,1800-028,Lisboa 1800-028,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Moscow,107241,Moscow 107241,,,,,
Vivares,06412,Vivares 06412,,,,,
braga,4715-586,braga 4715-586,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Valladolid,47191,Valladolid 47191,"Valladolid, Milles de la Polvorosa, Zamora, Castilla y León, 49698, España","(41.9367267, -5.760629, 0.0)",,Castilla y León,España
Guimarães,4805-026,Guimarães 4805-026,"Guimarães, Braga, Portugal","(41.4650197, -8.331690269107721, 0.0)",,,Portugal
Lisboa,1800-142,Lisboa 1800-142,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Alcantara,10980,Alcantara 10980,"Alcántara, Tajo-Salor, Cáceres, Extremadura, 10980, España","(39.7205221, -6.8879981, 0.0)",,Extremadura,España
Lisboa,1150-278,Lisboa 1150-278,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Las Palmas de Gran Canaria ,35009,Las Palmas de Gran Canaria  35009,"Las Palmas de Gran Canaria, Las Palmas, Canarias, España","(28.1288694, -15.4349015, 0.0)",Las Palmas de Gran Canaria,,España
martin muñoz de las posasdas,40446,martin muñoz de las posasdas 40446,,,,,
Windsor,SL41LP,Windsor SL41LP,,,,,
UCEDA,19188,UCEDA 19188,"Uceda, Marmolejo, Jaén, Andalucía, 23770, España","(38.0831164, -4.1761163, 0.0)",,Andalucía,España
lisboa,1050-195,lisboa 1050-195,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
braga,4710-392,braga 4710-392,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Las Palmas de Gran Canaria,35229,Las Palmas de Gran Canaria 35229,"Las Palmas de Gran Canaria, Las Palmas, Canarias, España","(28.1288694, -15.4349015, 0.0)",Las Palmas de Gran Canaria,,España
Porto,4100-100,Porto 4100-100,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Miñón de Santibáñez,09150,Miñón de Santibáñez 09150,"Miñón de Santibáñez, Valle de Santibáñez, Burgos, Castilla y León, España","(42.4644909, -3.797376, 0.0)",Valle de Santibáñez,Castilla y León,España
Sabugal,6320-352,Sabugal 6320-352,"Sabugal, Guarda, Portugal","(40.403494949999995, -7.050143753400468, 0.0)",,,Portugal
Braga,4715-319,Braga 4715-319,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Barroselas,4905-312,Barroselas 4905-312,"Barroselas, Viana do Castelo, 4905-312, Portugal","(41.6471968, -8.7014513, 0.0)",,,Portugal
Vila Nova de Gaia,4410-381 Arcozelo -V.N.Gaia,Vila Nova de Gaia 4410-381 Arcozelo -V.N.Gaia,,,,,
Lanzarote,35509,Lanzarote 35509,"Lanzarote, Las Palmas, Canarias, España","(29.03970805, -13.636291608604138, 0.0)",,,España
Estacion otero de herreros,40422,Estacion otero de herreros 40422,"La Estación, Otero de Herreros, Segovia, Castilla y León, 40424, España","(40.8013129, -4.2039018, 0.0)",,Castilla y León,España
oeiras ,2780-211,oeiras  2780-211,"Oeiras, Lisboa, Portugal","(38.7124971, -9.271300382407272, 0.0)",,,Portugal
Oliete ,44548,Oliete  44548,"Oliete, Andorra-Sierra de Arcos, Teruel, Aragón, España","(40.9977109, -0.6732902, 0.0)",,Aragón,España
LUGO,27774,LUGO 27774,"Lugo, Casco Vello, Lugo, Galicia, España","(43.0118437, -7.5565749, 0.0)",Lugo,Galicia,España
Leça do Balio,4465-671,Leça do Balio 4465-671,"Leça do Balio, Matosinhos, Porto, 4465-671, Portugal","(41.2129235, -8.628658, 0.0)",Matosinhos,,Portugal
Lisboa,1950-134,Lisboa 1950-134,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Cabañas de Tera,49627,Cabañas de Tera 49627,"Cabañas de Tera, Camarzana de Tera, Zamora, Castilla y León, 49332, España","(42.0100484, -6.0437357, 0.0)",Camarzana de Tera,Castilla y León,España
El Torviscal,06719,El Torviscal 06719,,,,,
38111,38111,38111 38111,"Via Ceresio, Sarpi, Municipio 8, Milano, Lombardia, 20154, Italia","(45.4840284, 9.1803843, 0.0)",Milano,Lombardia,Italia
 Lisboa,1250-008, Lisboa 1250-008,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Oria,04810,Oria 04810,,,,,
Maia,4470-397,Maia 4470-397,"Cidade da Maia, Maia, Porto, Portugal","(41.232208, -8.6273183, 0.0)",Cidade da Maia,,Portugal
Nogales,06173,Nogales 06173,,,,,
Viana do Castelo,4925-062,Viana do Castelo 4925-062,,,,,
ADOR,46729,ADOR 46729,"Ador, la Safor, València / Valencia, Comunitat Valenciana, 46729, España","(38.9177071, -0.2249927, 0.0)",Ador,Comunitat Valenciana,España
Villalgordo Del Júcar,02636,Villalgordo Del Júcar 02636,"Villalgordo del Júcar, Albacete, Castilla-La Mancha, España","(39.2970238, -2.0631959, 0.0)",,Castilla-La Mancha,España
torres de berrellen,50693,torres de berrellen 50693,,,,,
Valongo,4440-775,Valongo 4440-775,"Valongo, Porto, Portugal","(41.1909794, -8.4980511, 0.0)",Valongo,,Portugal
Alicante,03699,Alicante 03699,"Alicante, San Antonio de Requena, La Plana de Utiel-Requena, València / Valencia, Comunitat Valenciana, 46390, España","(39.522866, -1.1522532, 0.0)",,Comunitat Valenciana,España
Sedano,09142,Sedano 09142,,,,,
Barcelona ,O8004,Barcelona  O8004,,,,,
MANCOR DE LA VALL,07312,MANCOR DE LA VALL 07312,"Mancor, carrer Salvador Beltran, Mancor de la Vall, Raiguer, Illes Balears, 07313, España","(39.7494678, 2.8729012, 0.0)",Mancor de la Vall,Illes Balears,España
Esmoriz,3885-462,Esmoriz 3885-462,"Esmoriz, Ovar, Aveiro, Portugal","(40.9602526, -8.6228198, 0.0)",Esmoriz,,Portugal
Coulsdon,CR51EY,Coulsdon CR51EY,,,,,
Braga,4715-275 ,Braga 4715-275 ,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Alcorcón,289225,Alcorcón 289225,"Alcorcón, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28921, España","(40.3492998, -3.8284295, 0.0)",Alcorcón,Comunidad de Madrid,España
Cubelles,0,Cubelles 0,"Cubelles, Garraf, Barcelona, Catalunya, 08880, España","(41.2083363, 1.6730541, 0.0)",,Catalunya,España
Santa Clara-a-Velha,7665-880,Santa Clara-a-Velha 7665-880,,,,,
V. N. de Famalicão - Brufe,4760-242,V. N. de Famalicão - Brufe 4760-242,,,,,
La font d'en carròs,46717,La font d'en carròs 46717,"la Font d’en Carròs, la Font d'en Carròs, la Safor, València / Valencia, Comunitat Valenciana, 46721, España","(38.9168188, -0.1702194, 0.0)",la Font d'en Carròs,Comunitat Valenciana,España
Pinhal Novo,2955-130,Pinhal Novo 2955-130,"Pinhal Novo, Largo José Maria dos Santos, Pinhal Novo, Palmela, Setúbal, 2955-207, Portugal","(38.63003675, -8.912376925022922, 0.0)",,,Portugal
Sancti Spiritus,37470,Sancti Spiritus 37470,"Polígono Industrial de Sancti-Spíritus, Sancti-Spíritus, Salamanca, Castilla y León, España","(40.69815235, -6.4177492705267465, 0.0)",Sancti-Spíritus,Castilla y León,España
Ermezinde,4445-416,Ermezinde 4445-416,"Ermesinde, Largo da Estação, Gandra, Ermesinde, Valongo, Porto, 4445310, Portugal","(41.2171245, -8.5541513, 0.0)",Ermesinde,,Portugal
Braga,4700-237,Braga 4700-237,"Braga, Portugal","(41.5510583, -8.4280045, 0.0)",Braga,,Portugal
Gondomar,4435755,Gondomar 4435755,"Gondomar, Guimarães, Braga, 4830-106, Portugal","(41.5294061, -8.2666986, 0.0)",,,Portugal
Rio de Mouro ,2635-317,Rio de Mouro  2635-317,"Rio de Mouro, Sintra, Lisboa, Portugal","(38.7723602, -9.3256835, 0.0)",,,Portugal
Rio tinto,4435-123,Rio tinto 4435-123,"Rio Tinto, Gondomar, Porto, Portugal","(41.1807166, -8.5575691, 0.0)",Rio Tinto,,Portugal
Porto do Son ,15970,Porto do Son  15970,"Porto do Son, Noia, A Coruña, Galicia, 15970, España","(42.726023, -9.0049123, 0.0)",,Galicia,España
Mazatlán,82198,Mazatlán 82198,,,,,
SANTA CRUZ DE TENERIFE,38009,SANTA CRUZ DE TENERIFE 38009,"Santa Cruz de Tenerife, Canarias, España","(28.499389700000002, -16.232933464784338, 0.0)",Santa Cruz de Tenerife,,España
Setúbal,2900-692,Setúbal 2900-692,"Setúbal, Portugal","(38.5241783, -8.8932341, 0.0)",Setúbal,,Portugal
Rogil,8670-440,Rogil 8670-440,"Rogil, Aljezur, Faro, 8670-440, Portugal","(37.3693701, -8.8005564, 0.0)",,,Portugal
Barcelona,08050,Barcelona 08050,,,,,
Nueva villa de las torres,47464,Nueva villa de las torres 47464,"Nueva Villa de las Torres, Valladolid, Castilla y León, España","(41.267642, -5.0571078, 0.0)",,Castilla y León,España
Barro de Llanes,33595,Barro de Llanes 33595,"Barro / Barru, Valmori, Llanes, Asturias / Asturies, 33594, España","(43.4333525, -4.8294839, 0.0)",,Asturias / Asturies,España
les Baies,03292,les Baies 03292,"Les Baies, Le Mayet-de-Montagne, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03250, France","(46.0549468, 3.6729903, 0.0)",,Auvergne-Rhône-Alpes,France
Mingorria ,05280,Mingorria  05280,,,,,
Cózar,13345,Cózar 13345,"Cózar, Campo de Montiel, Ciudad Real, Castilla-La Mancha, España","(38.6608157, -3.0735807, 0.0)",,Castilla-La Mancha,España
Alberche de Caudillo,45695,Alberche de Caudillo 45695,"Camino Natural del Tajo - GR 113 (Desvío a Alberche del Caudillo), Alberche del Caudillo, Calera y Chozas, Campana de Oropesa, Toledo, Castilla-La Mancha, 45686, España","(39.9066091, -4.9208675, 0.0)",,Castilla-La Mancha,España
Lisboa,1000-301,Lisboa 1000-301,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
ALATOZ,02152,ALATOZ 02152,"Alatoz, Albacete, Castilla-La Mancha, España","(39.0955185, -1.3610539, 0.0)",,Castilla-La Mancha,España
Todmorden,OL146PY,Todmorden OL146PY,,,,,
Celorio- Llanes,33595,Celorio- Llanes 33595,"Antonio Celorio Sordo, La Portiella, Cue, Llanes, Asturias / Asturies, 33500, España","(43.411837, -4.7512491, 0.0)",,Asturias / Asturies,España
Castelo Branco ,6000,Castelo Branco  6000,"Castelo Branco, Portugal","(39.8266322, -7.4919318, 0.0)",Castelo Branco,,Portugal
Tavira,8800-462,Tavira 8800-462,"Tavira, Faro, Portugal","(37.1262493, -7.6499121, 0.0)",Tavira,,Portugal
GLASGOW,G116QF,GLASGOW G116QF,,,,,
Mata de quintanar,40392,Mata de quintanar 40392,"Mata de Quintanar, Cabañas de Polendos, Segovia, Castilla y León, España","(41.0272882, -4.1112668, 0.0)",,Castilla y León,España
Lisboa,1990-197,Lisboa 1990-197,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Matosinhos ,4450-181,Matosinhos  4450-181,"Matosinhos, Porto, Portugal","(41.1806814, -8.6821998, 0.0)",Matosinhos,,Portugal
Siete iglesias de trabancos,47511,Siete iglesias de trabancos 47511,"Siete Iglesias de Trabancos, Valladolid, Castilla y León, España","(41.3517512, -5.1846146, 0.0)",,Castilla y León,España
Albanchez,04857,Albanchez 04857,"Albánchez, Valle del Almanzora, Almería, Andalucía, España","(37.2868617, -2.1813585, 0.0)",,Andalucía,España
Puebla de la reina,06477,Puebla de la reina 06477,"Puebla de la Reina, Tierra de Barros, Badajoz, Extremadura, España","(38.6642477, -6.1025897, 0.0)",,Extremadura,España
Tibi,03109,Tibi 03109,"Tibi, l'Alcoià, Alacant / Alicante, Comunitat Valenciana, España","(38.5308973, -0.5775432, 0.0)",,Comunitat Valenciana,España
Vila real,5000-033,Vila real 5000-033,"Vila Real, Portugal","(41.3021183, -7.744898, 0.0)",Vila Real,,Portugal
Las Palmas De Gran Canaria,35002,Las Palmas De Gran Canaria 35002,"Las Palmas de Gran Canaria, Las Palmas, Canarias, España","(28.1288694, -15.4349015, 0.0)",Las Palmas de Gran Canaria,,España
Coimbra,3140-348,Coimbra 3140-348,"Pereira, Montemor-o-Velho, Coimbra, 3140-348, Portugal","(40.1842815, -8.5856835, 0.0)",,,Portugal
Palma de Gandia,46724,Palma de Gandia 46724,"Palma de Gandía, la Safor, València / Valencia, Comunitat Valenciana, España","(38.9249523, -0.2210245, 0.0)",,Comunitat Valenciana,España
BADAJOZ,06293,BADAJOZ 06293,,,,,
Playa de Arinaga-Aguimes,35118,Playa de Arinaga-Aguimes 35118,"Arinaga, Agüimes, Las Palmas, Canarias, 35118, España","(27.8572312, -15.3941638, 0.0)",,,España
alberche del caudillo,45695,alberche del caudillo 45695,"Camino Natural del Tajo - GR 113 (Desvío a Alberche del Caudillo), Alberche del Caudillo, Calera y Chozas, Campana de Oropesa, Toledo, Castilla-La Mancha, 45686, España","(39.9066091, -4.9208675, 0.0)",,Castilla-La Mancha,España
Las Palmas de Gran Canaria,35005,Las Palmas de Gran Canaria 35005,"Las Palmas de Gran Canaria, Las Palmas, Canarias, España","(28.1288694, -15.4349015, 0.0)",Las Palmas de Gran Canaria,,España
Monte da Caparica,2825-111 Caparica,Monte da Caparica 2825-111 Caparica,"Via Rápida da Caparica, Aldeia dos Capuchos, Capuchos, Caparica e Trafaria, Almada, Setúbal, 2825-471, Portugal","(38.6507414, -9.2283605, 0.0)",Almada,,Portugal
hospitalet,08906,hospitalet 08906,"l'Hospitalet de Llobregat, Barcelonès, Barcelona, Catalunya, España","(41.3577466, 2.1145870752672113, 0.0)",l'Hospitalet de Llobregat,Catalunya,España
São João da Madeira,3700-254,São João da Madeira 3700-254,"São João da Madeira, Aveiro, Portugal","(40.8977193, -8.490675185118615, 0.0)",São João da Madeira,,Portugal
Useras,12118,Useras 12118,"les Useres / Useras, l'Alcalatén, Castelló / Castellón, Comunitat Valenciana, España","(40.1573984, -0.164553, 0.0)",,Comunitat Valenciana,España
Villademor de la Vega ,24237,Villademor de la Vega  24237,"Villademor de la Vega, León, Castilla y León, 24234, España","(42.2697632, -5.5687703, 0.0)",,Castilla y León,España
Ovar,3880-382,Ovar 3880-382,"Ovar, Aveiro, Portugal","(40.84584435, -8.648528873790857, 0.0)",Ovar,,Portugal
La Albuera ,06170,La Albuera  06170,,,,,
AMES,15870,AMES 15870,"Acceso ao Cemiterio municipal dos Batáns, Ames, O Instrumento, Ortoño, Ames, Santiago, A Coruña, Galicia, 15896, España","(42.8656828, -8.6237621, 0.0)",,Galicia,España
Tregosa,4905-152,Tregosa 4905-152,"Tregosa, Durrães e Tregosa, Barcelos, Braga, 4905-152, Portugal","(41.63029865, -8.691007443365436, 0.0)",,,Portugal
CÁDIZ,11009,CÁDIZ 11009,"Cádiz, Bahía de Cádiz, Cádiz, Andalucía, España","(36.5297438, -6.2928976, 0.0)",Cádiz,Andalucía,España
Lagos,8600-324,Lagos 8600-324,"Lagos, Faro, Portugal","(37.15313005, -8.741896477086119, 0.0)",,,Portugal
Barcelona,o8004,Barcelona o8004,,,,,
"Metepec, México",52179,"Metepec, México 52179",,,,,
Carcavelos,2775-737 Carcavelos,Carcavelos 2775-737 Carcavelos,"Carcavelos, Cascais, Lisboa, 2775 - 595, Portugal","(38.6900906, -9.3346828, 0.0)",,,Portugal
Valongo,4440-679,Valongo 4440-679,"Valongo, Porto, Portugal","(41.1909794, -8.4980511, 0.0)",Valongo,,Portugal
Ryazan,390029,Ryazan 390029,,,,,
Lourinhã,2530-071,Lourinhã 2530-071,"Lourinhã, Lourinhã e Atalaia, Lourinhã, Lisboa, 2530-92, Portugal","(39.2433932, -9.3119326, 0.0)",Lourinhã e Atalaia,,Portugal
Porto,4200-479,Porto 4200-479,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Montijo,2870-257,Montijo 2870-257,"Montijo, Montijo e Afonsoeiro, Montijo, Setúbal, Portugal","(38.7057119, -9.003097722875136, 0.0)",Montijo e Afonsoeiro,,Portugal
Robledo de Torío,24197,Robledo de Torío 24197,"Robledo de Torío, Villaquilambre, León, Castilla y León, 24890, España","(42.6510284, -5.5291728, 0.0)",,Castilla y León,España
Felgueiras,4610-202,Felgueiras 4610-202,"Antiga Estrada Nacional 202, Felgueiras, Rabosa de Baixo, Penso, Melgaço, Viana do Castelo, 4960-207, Portugal","(42.0871538, -8.3169637, 0.0)",Penso,,Portugal
Guimarães,4815220,Guimarães 4815220,"Guimarães, Oliveira, São Paio e São Sebastião, Guimarães, Braga, 4810-442, Portugal","(41.4417677, -8.2955712, 0.0)",Guimarães,,Portugal
Fafe,4820-002Fafe,Fafe 4820-002Fafe,,,,,
Villasana de mena ,09580,Villasana de mena  09580,,,,,
Chayofa,38652,Chayofa 38652,"Chayofa, Los Cristianos, Arona, Santa Cruz de Tenerife, Canarias, 38652, España","(28.0722616, -16.6978426, 0.0)",Arona,,España
SANTA CRUZ DE TENERIFE,38008,SANTA CRUZ DE TENERIFE 38008,"Santa Cruz de Tenerife, Canarias, España","(28.499389700000002, -16.232933464784338, 0.0)",Santa Cruz de Tenerife,,España
Coimbra,3040-589,Coimbra 3040-589,"Coimbra, Portugal","(40.2111931, -8.4294632, 0.0)",Coimbra,,Portugal
Puebla de la Calzada,06490,Puebla de la Calzada 06490,"Puebla de la Calzada, Badajoz, Extremadura, España","(38.8936017, -6.6261713, 0.0)",,Extremadura,España
aVEIRO,3810-498,aVEIRO 3810-498,"Aveiro, Portugal","(40.640496, -8.6537841, 0.0)",Aveiro,,Portugal
Cerdanyola del Vallès,08920,Cerdanyola del Vallès 08920,"Carretera de Sant Cugat del Vallès a Cerdanyola del Vallès BP-1413, Can Costa, Cerdanyola del Vallès, Vallès Occidental, Barcelona, Catalunya, 08193, España","(41.4833869, 2.1087653, 0.0)",Cerdanyola del Vallès,Catalunya,España
Beniarjó,46722,Beniarjó 46722,"Beniarjó, la Safor, València / Valencia, Comunitat Valenciana, 46721, España","(38.9324698, -0.1870182, 0.0)",Beniarjó,Comunitat Valenciana,España
Massamá,2745708,Massamá 2745708,"Massamá, Massamá e Monte Abraão, Sintra, Lisboa, 2745-862, Portugal","(38.7544218, -9.2812731, 0.0)",Massamá e Monte Abraão,,Portugal
MAIA,4470-201,MAIA 4470-201,"Cidade da Maia, Maia, Porto, Portugal","(41.232208, -8.6273183, 0.0)",Cidade da Maia,,Portugal
Arganil,3300-028,Arganil 3300-028,"Arganil, Coimbra, Portugal","(40.2202451, -7.980700223101081, 0.0)",,,Portugal
Lisboa,1500-386,Lisboa 1500-386,"O Pomar, 386, Estrada da Alagoa, Núcleo Urbano Histórico de Carcavelos, Sassoeiros, Carcavelos, Carcavelos e Parede, Cascais, Lisboa, 2775-599, Portugal","(38.6941232, -9.3348444, 0.0)",Carcavelos e Parede,,Portugal
2660-026,Frielas,2660-026 Frielas,"Frielas, Santo António dos Cavaleiros e Frielas, Loures, Lisboa, Portugal","(38.8290243, -9.140675950000002, 0.0)",Loures,,Portugal
Évora,7000799,Évora 7000799,"Évora, Portugal","(38.5707742, -7.9092808, 0.0)",Évora,,Portugal
Cáceres ,100001,Cáceres  100001,,,,,
Taunton ,TA28PX,Taunton  TA28PX,,,,,
Lisboa ,1200-094 Lisboa,Lisboa  1200-094 Lisboa,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Majadahonda,282220,Majadahonda 282220,"Majadahonda, Yelo, Castilla y León, España","(41.2257592, -2.5710802, 0.0)",Yelo,Castilla y León,España
Lisboa,1800-024,Lisboa 1800-024,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Carnaxide,2790-072,Carnaxide 2790-072,"Carnaxide, Carnaxide e Queijas, Oeiras, Lisboa, Portugal","(38.72743415, -9.238038149028625, 0.0)",Carnaxide e Queijas,,Portugal
Peniche,2520-135 FERREL,Peniche 2520-135 FERREL,"Ferrel, Peniche, Leiria, Portugal","(39.3643517, -9.3161038, 0.0)",Peniche,,Portugal
Pombal,3105-399,Pombal 3105-399,"Pombal, Cavadinha, Pombal, Leiria, Portugal","(39.9183369, -8.691066551832218, 0.0)",Pombal,,Portugal
Porto,4050-317,Porto 4050-317,"Porto, Portugal","(41.1494512, -8.6107884, 0.0)",Porto,,Portugal
Reixida,2410-856,Reixida 2410-856,"Reixida, Leiria, Pousos, Barreira e Cortes, Leiria, 2410-503, Portugal","(39.6819792, -8.7806372, 0.0)",,,Portugal
Barcelona ,080031,Barcelona  080031,"Barcelona, Pozo Alcón, Jaén, Andalucía, 23485, España","(37.7061762, -2.9351876, 0.0)",,Andalucía,España
Algés,1495-094,Algés 1495-094,"Algés, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa, 1495, Portugal","(38.7027915, -9.2287735, 0.0)","Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",,Portugal
Sintra,2710-693,Sintra 2710-693,"Sintra, Lisboa, Portugal","(38.8355605, -9.352225245746453, 0.0)",,,Portugal
Padrón,15915,Padrón 15915,"Padrón, Luque, Córdoba, Andalucía, 14880, España","(37.5599626, -4.2781334, 0.0)",,Andalucía,España
Aveiro,3800-012,Aveiro 3800-012,"Aveiro, Portugal","(40.640496, -8.6537841, 0.0)",Aveiro,,Portugal
Tondela,3460-522,Tondela 3460-522,"Tondela, Viseu, Portugal","(40.51642, -8.08053, 0.0)",Tondela,,Portugal
Coimbra,3025-137 ,Coimbra 3025-137 ,"Coimbra, Portugal","(40.2111931, -8.4294632, 0.0)",Coimbra,,Portugal
VILNIUS,08247,VILNIUS 08247,,,,,
Campins,08472,Campins 08472,,,,,
Lisboa,1069-199,Lisboa 1069-199,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
Age,17529,Age 17529,"Age, Saint-Trivier-sur-Moignans, Bourg-en-Bresse, Ain, Auvergne-Rhône-Alpes, France métropolitaine, 01990, France","(46.0455999, 4.8908579, 0.0)",Saint-Trivier-sur-Moignans,Auvergne-Rhône-Alpes,France
